Authors	Title	Year	Source title	Volume	Issue	Art. No.	Page start	Page end	Page count	Cited by	Link	Affiliations	Authors with affiliations	Abstract	Author Keywords	Index Keywords	Molecular Sequence Numbers	Chemicals/CAS	Tradenames	Manufacturers	Funding Details	References	Correspondence Address	Editors	Sponsors	Publisher	Conference name	Conference date	Conference location	Conference code	ISSN	ISBN	CODEN	DOI	PubMed ID	Language of Original Document	Abbreviated Source Title	Document Type	Source
Awale P., Green N.	Monitoring rohtang	2010	Tunnels and Tunnelling International		DECE		22	26			http://www.scopus.com/inward/record.url?eid=2-s2.0-79952018719&partnerID=40&md5=519de0c2331e5307dab2b232dd320e98		Awale, P.; Green, N.	The Rohtang Pass Tunnel Project in the Himalayas has been started by the Border Roads Organisation (BRO) long after it was initially conceived in 1983. Special challenges of this prestigious project are the altitude, and the extreme climate as well as the geological conditions in the Himalayas. German Dywidag International, an affiliate of Strabag, is performing the tunneling works. Software by UK Software Company NRG Surveys was chosen for the processing and analysis of the data, mostly due to their track record in tunneling and the ease of use and flexibility of their system. A graph can then be plotted showing movement in relation to the excavation heading. Observations are taken after excavation and prior to shotcreting, and then again once shotcrete is applied. Leica 1200s have been chosen along with a Leica system 1200 GPS system for surveying so that accurate and timely results are obtained.		excavation; GPS; surveying; tunnel design; tunneling; United Kingdom							Awale, P.								0041414X		TTINF			English	Tunn. Tunn. Int.	Review	Scopus
Tarada F.	Breath of fresh air	2010	Tunnels and Tunnelling International		DECE		31				http://www.scopus.com/inward/record.url?eid=2-s2.0-79952025948&partnerID=40&md5=b464d4f7041a378f38c3c864b5a2cf2c		Tarada, F.	A report presented by the World Road Association (WRA) aims to set tunnel air quality standards for a range of airborne pollutants. The main changes in the new WRA report comprise the inclusion of new emission data up to the year 2030, including the new emission standards EU5 and EU6. Light-duty vehicles will also be considered. WRA will offer two calculation schemes for estimating vehicle emissions for a certain design year. The primary air quality criteria in the WRA report remain carbon monoxide (CO) concentrations and visibility limits, with no major changes proposed for design and threshold. The new report will offer guidance with respect to estimation of non-exhaust particulate matter emissions due to resuspension and abrasion; although it recognizes that there are large uncertainties in such estimations. Many pointers are provided to guide the unsuspecting in designing and operating tunnel ventilation systems.		carbon monoxide; estimation method; traffic emission; tunnel design; tunneling							Tarada, F.								0041414X		TTINF			English	Tunn. Tunn. Int.	Short Survey	Scopus
Legge N.	Change: Project & legal perspectives	2010	Tunnels and Tunnelling International		DECE		42	45			http://www.scopus.com/inward/record.url?eid=2-s2.0-79952011828&partnerID=40&md5=9f6dc1688a1af4f5db13525cf003e688		Legge, N.	Change is an aspect of project risk, which can be effectively managed and mitigated throughout the project cycle when industry best practices are applied. Technically, change may result from a wide range of factors that modify the scope, implementation or risk profile of a project, with consequential impacts on cost and program. For major underground projects, particularly in urban areas, early consultation with key stakeholders is important in order to minimize the likelihood of changes in later stages of the project. The use of geotechnical baseline reports (GBR) is a significant development that provides a fixed contractual baseline for ground conditions. The application of industry best practice in the pre-construction stages of a project will help minimize change. Engineering contracts invariably include a clause expressly permitting the client to instruct a change and stating how the cost of the change is to be determined.		ground conditions; stakeholder; tunneling; underground construction; urban area						(2006) A Code of Practice for Risk Management of Tunnel Works, , International Tunnelling Insurance Group; Joint Code of Practice for Risk Management of Tunnel Works in the UK, by the Association of British Insurers and the British Tunnelling Society, 2003	Legge, N.								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Reynolds P.	Growth in Chile	2010	Tunnels and Tunnelling International		NOVEMBER		26	27			http://www.scopus.com/inward/record.url?eid=2-s2.0-78549288156&partnerID=40&md5=baec56ec78b2ad8b403bb4ffc07ec788		Reynolds, P.	Patrick Reynolds explains how tunneling activity is growing in Chile with key hydro, road and mining projects and combinations of equity and construction involvement by foreign firms. Key projects of late, some still being excavated and others having already come into service, include the La Higuera, La Confluencia, Chacayes and Angostura hydro schemes as well as the San Cristobal toll road tunnel and copper mine development at Los Bronces. Development of the Chacayes hydropower project involves Pacific Hydro, once again, but this time with Astaldi as both an equity and construction partner. The 1.8km long twin tubes of San Cristobal toll road tunnel in the northern part of Santiago were opened to traffic over 2008-09 by the concessionaire on the public-private- partnership (PPP) scheme; a joint venture of Hochtief and ACS Dragados. Eight cross passages connect the tubes.		excavation; hydroelectric power; joint venture; mining; public-private partnership; road construction; tunnel; tunneling; underground construction; Chile; Angostura							Reynolds, P.								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Harrison S.	Monitoring Stratford	2010	Tunnels and Tunnelling International		NOVEMBER		38	40			http://www.scopus.com/inward/record.url?eid=2-s2.0-78549248492&partnerID=40&md5=c00853712d9b5d4f6400c3e0d9c59076	SCCS of Eaton Socon, Cambridgeshire, United Kingdom	Harrison, S., SCCS of Eaton Socon, Cambridgeshire, United Kingdom	Stewart Harrison describes how careful monitoring of potential surface movements under railways was required as part of the West Ham Flood Alleviation Scheme for Thames Water in East London using advanced methodology of survey operations. Thames Water commissioned the construction of a tunnel that passed around 15-20m below the south end of the Stratford Market London Underground depot train stabling roads, Jubilee Line running lines into Stratford Station, the spur line into the depot and the Dockland Light Railway Abbey Road construction site. In order to ensure that any potential ground movement would be identified, Costain Engineering, the contractor undertaking the tunneling work, consulted and worked closely with London Underground and Tube Lines Infrastructure Protection Department (now both part of Transport for London (TFL). All data were presented in graphical and numeric format to clearly indicate heave and settlement prior to the arrival of the TBM, during tunneling through the zone, and post construction of the tunnel.		ground movement; TBM; tunnel design; tunneling; underground construction							Harrison, S.; SCCS of Eaton Socon, Cambridgeshire, United Kingdom								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Grov E.	Atlantic Ocean tunnels in Norway	2010	Tunnels and Tunnelling International		NOVEMBER		46	49			http://www.scopus.com/inward/record.url?eid=2-s2.0-78549291737&partnerID=40&md5=f24d99d5285564737b1bb915d34ac649	International Tunnelling Association, Norwegian Tunnelling Society, Norway	Grov, E., International Tunnelling Association, Norwegian Tunnelling Society, Norway	Norway is a remotely populated country with a coastline of some 57, 000km, which, including islands and fjords, is greater than the circumference of the earth at the equator. The Norwegian government has made a commitment to the connection of these remote islands to facilitate the development of business. The host rock in Scandinavia generally varies from poor or very poor to extremely good rock quality. The main aim of the pre-investigations is to establish a geological model with sufficient confidence. The geological model shall form the basis on which predictions for time scheduling, cost assessments, tunneling prognosis, rock support and grout estimates shall be acknowledged as a reliable investigation method while tunneling. The systematic percussive probe drilling by the drilling jumbo is the single most important element for safety, and a limit of 30 liters per minute per 100m length of tunnel for water inflow is generally set for all subsea tunnels in Norway.		drilling; host rock; modeling; subsea production system; tunneling; Atlantic Ocean; Norway							Grov, E.; International Tunnelling Association, Norwegian Tunnelling SocietyNorway								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Jones M.	Finesse in tough environments	2010	Tunnels and Tunnelling International		NOVEMBER		33	37			http://www.scopus.com/inward/record.url?eid=2-s2.0-78549244786&partnerID=40&md5=5903b34ee2506dd3646e84110bf67f02		Jones, M.	Maurice Jones reviews some of the latest developments in technologies employed underground to ensure positional accuracy during tunneling. Modern instruments can be set up in most tough tunneling environments and, in many cases, left to operate remotely in a protected position due to the introduction of motorized functions. The Leica range are direct descendents of the Wild Heerbrugg theodolites that have be widely used underground. The Gotthard tunnel client's surveyor, Vermessungsingenieure Gotthard-Basistunnel (VI-GBT), has had the main task of ensuring the correct positioning of the tunnel bores with set-out and check surveys using Leica total stations, digital levels and optical plummets. The latest digital laser theodolites from Topcon (DT-200 series) feature the same absolute circle reading technology as employed in Topcon's total stations, for high accuracy and reliability. Sokkia has released a new range of robotic total stations, the SRX, designed mainly for autotracking and distance measurement.		surveying; TBM; tunnel; tunneling; underground construction							Jones, M.								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Robinson N.	Spending heads south	2010	Tunnels and Tunnelling International		NOVEMBER		18	19			http://www.scopus.com/inward/record.url?eid=2-s2.0-78549279474&partnerID=40&md5=861dd5b9835b6273133fe811947e3c73		Robinson, N.	Nicole Robinson reports on the increase in the infrastructure development activities such as tunneling in Mexico. Mexico City's metro network has plans for five more lines to be built, giving a total of 483km. Currently the city has 215km of lines, and Line 12 will bring that up to 240km. Panama City is currently in the bidding process for the design, build, equipping and commissioning of its first subway line. An announcement is due at the end of October to see which of two final bids will be awarded the 14km Line 1. The capital city, Santiago, has also seen tunneling for other transport. The San Cristobal 1.8-km, twin-tube road tunnel is part of a larger 4-km construction project connecting two districts in the east of the city to two others in the north through the San Cristobal Hill.		infrastructural development; road construction; tunnel; tunneling; Chile; Federal District [Mexico]; Metropolitana; Mexico [North America]; Mexico City; Santiago [Metropolitana]							Robinson, N.								0041414X		TTINF			English	Tunn. Tunn. Int.	Review	Scopus
Robinson N.	A master plan for metro expansion	2010	Tunnels and Tunnelling International		NOVEMBER		21	24			http://www.scopus.com/inward/record.url?eid=2-s2.0-78549285266&partnerID=40&md5=ecdaf1fa24d3496a64a2d60f49eb3b07		Robinson, N.	Mexico City's Metro Line 12 project will improve transportation options for hundreds of thousands of people daily. Many of these mountains saw volcanic activity that deposited ash into the lake, forming the clay soil for which the city is known. A low transition zone south of the alignment marks a junction of the lake and hills that formed a gradual beach between hard floors and the soft clays of the lake. Further west, to the south of Mixcoac Station, an area of high transition signifies more extensive beaches or those with a more abrupt thickness formed by alluvial soils mixed with the lake's soft clay. Tunneling has been divided into three more or less equal-sized parts, from the launching shaft to Ermita Station, from Ermita to Parque de Los Venados Station and from there to the exit shaft. The three walk-in access shafts will change as each third completes its tunnelling.		transportation development; tunnel; tunneling; underground construction; Federal District [Mexico]; Mexico [North America]; Mexico City							Robinson, N.								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Reynolds P.	Panama power	2010	Tunnels and Tunnelling International		NOVEMBER		28	30			http://www.scopus.com/inward/record.url?eid=2-s2.0-78549276845&partnerID=40&md5=767256952ecfa7d782f2292ef35ec501		Reynolds, P.	Patrick Reynolds examines how EPB TBMs are to drive through highly variable, lahar volcanic rock to bore headrace tunnels for a string of small hydro plants in Panama. The first of the mixed-face EPBMs was tested and is now being shipped to Central America for a January launch on the 7878-m long headrace for the Monte Lirio project. Then, in February, the second machine is to start boring the 5161m-long Pando drive. Excavating the Pando and Monte Lirio tunnels will be a big challenge due to the complex and variable characteristics of the dominant lahar rock. The TBMs are designed to operate in both closed and openmodes without modifying themachine arrangement. The EPBMs are expected to operate in openmode in the presence of rockmass, including highly dense lahar and ancient lava flows. Hydro Caisan, part of the joint venture developer, has a 50-year concession on the 60-MW project.		excavation; hydroelectric power plant; TBM; tunnel; tunnel design; Panama [Central America]							Reynolds, P.								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Vuolle P.	High pressure mist for fire suppression	2010	Tunnels and Tunnelling International		OCTOBER		43	46			http://www.scopus.com/inward/record.url?eid=2-s2.0-78049383204&partnerID=40&md5=0c949a45a62bf5dc8dca7326227e8843		Vuolle, P.	Pasi Vuolle, tunnels global business development manager at Marioff, reports on the use of the firm's high pressure water mist system. The term 'passive' refers to the use of construction materials that inhibit the spread of fire and safety structures such as special escape tunnels, emergency exits to a neighboring tunnel or to the surface, and spaces where people can find shelter. The A86 West tunnel in Paris, protected by a high-pressure water mist system, is probably the world's largest tunnel protected by an active fire protection system. This tunnel is a feat of engineering and design at 10 km long with two superimposed levels, one in each direction. The Madrid M30 project is the world's largest urban tunnel project, involving 99km of new road construction with 56km comprising tunnels. The project covers the redesign, rerouting and refurbishing of the inner ring road of the city of Madrid.		civil engineering; construction material; fire management; high pressure; road construction; safety; tunnel design; tunneling							Vuolle, P.								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Robinson N.	Transportation salvation	2010	Tunnels and Tunnelling International		OCTOBER		14	15			http://www.scopus.com/inward/record.url?eid=2-s2.0-78049354205&partnerID=40&md5=b6c9315307388bc5d6d7420e30641312		Robinson, N.	The tunneling industry in Southern Europe has taken in a hit during the financial crisis of the past few years. Spain had transport on the brain with an ambitious high-speed rail agenda and metro projects happening among the nation's larger cities. The Ministry of Public Works wanted 7,000km of high-speed rail operational by the end of this year. Tunnelling on Line 3 is using road-headers as the main means of excavation in a sequential excavation process. Two contractor joint ventures won contracts for phase one tunneling, which runs from Casco Viejo to the surface at Etxebarri/San Antonio and is currently being undertaken. Meanwhile in Istanbul, crowded and limited transportation leads the way for the Marmaray Project, a commuter rail line that will carry 75,000 passengers per hour in each direction via an immersed tube under the Bosphorus Strait.		construction industry; construction method; excavation; railway construction; transportation development; transportation infrastructure; tunneling; Istanbul [Turkey]; Spain; Turkey							Robinson, N.								0041414X		TTINF			English	Tunn. Tunn. Int.	Review	Scopus
Reynolds P.	Livorno landfall	2010	Tunnels and Tunnelling International		OCTOBER		31	34			http://www.scopus.com/inward/record.url?eid=2-s2.0-78049358686&partnerID=40&md5=07deba7d6832b1070244b67ac1231006		Reynolds, P.	One of the latest LNG import projects is under construction in Italy, off the west coast near Livorno and Pisa, in Tuscany. Here a fixed, offshore ship terminal is to be installed just over the horizon and linked to shore by a seabed pipeline. The terminal is about 22.5km offshore and will allow LNG carriers to moor. The LNG will be offloaded into a fixed, converted vessel that functions as a floating storage regasification unit (FSRU). The LNG project - the Offshore Tuscany Regasification scheme - is one of Italy's most important development in strategic procurement of natural gas supplies for the energy sector, and follows supply difficulties and energy peaks in winter in some recent years. LNG does not dissolve in water and evaporates on contact without mixing or leaving residue or polluting. Neither is there residue remaining from any spillage onto the ground.		fixed offshore structure; gas pipeline; gas production; gas supply; gas trade; liquefied natural gas; mooring system; natural gas; storage tank; strategic approach; Italy; Livorno [Tuscany]; Pisa [Tuscany]; Tuscany							Reynolds, P.								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Jones M.	Heading for Basque airport	2010	Tunnels and Tunnelling International		OCTOBER		25	28			http://www.scopus.com/inward/record.url?eid=2-s2.0-78049381277&partnerID=40&md5=c57ebf8de50c110552f082b6a335fc81		Jones, M.	Two contractor joint ventures have won contracts for the tunneling on phase one of Line 3 of the metro that will run from Casco Viejo to the surface at Etxebarri/San Antonio. Two more MT520s are currently being used for infrastructure preparation in Sochi, Russia for the 2014 Winter Olympics. The new prototype MT520 model of road-header being used on Bilbao Metro Linea 3 is a 100t class that fills a perceived gap in the range between lightweight units mainly for soft rock and heavy-duty machines such as the two Sandvik MT720s also being used on Line 3. Finally, the option of a laser-based guidance and profiling system has been developed by Geodata, and is used on the MT520 at Bilbao. Initial/primary support consists of a layer of sprayed concrete applied by a Putzmeister-Sika PM500 robotic system.		concrete; construction method; ground conditions; infrastructural development; soft rock; transportation infrastructure; tunneling; Basque Country; Bilbao; Spain; Vizcaya							Jones, M.								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Robinson N.	A city steeped in history breaks new ground	2010	Tunnels and Tunnelling International		OCTOBER		16	18			http://www.scopus.com/inward/record.url?eid=2-s2.0-78049405494&partnerID=40&md5=b434a26fc027744794c81e06c6709863		Robinson, N.	Contractor Taisei and joint venture partners Gama and Nurol are employing NATM, TBM, immersed tube and cut and cover excavation methods to build the Bosphorus Crossing. Constructing an underground rail connection for the European and Asian sides of Istanbul will improve traffic and environmental conditions in the city. Excavations at the future site of Yenikapi Station, once a Byzantine-era port, have revealed almost 30 ships and many have been moved to one of the city's museums. One of these vessels is still sitting partially excavated in the middle of the worksite, as archeologists weigh their options for removal. Yenikapi is the biggest station of the project. Four Hitachi Zosen slurry TBMs of 7.8m diameter fitted with roller cutters have been chosen to mine tunnels on either side of the immersed tube where the ground consists of mainly hard rock.		construction method; cut and cover; NATM; railway construction; TBM; tunneling; underground construction; Istanbul [Turkey]; Turkey							Robinson, N.								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Holter K.G., Hognestad H.O.	Advantages of pre-injection grouting	2010	Tunnels and Tunnelling International		OCTOBER		49	52			http://www.scopus.com/inward/record.url?eid=2-s2.0-78049379208&partnerID=40&md5=d4529304e7895eef843d56b0a9d063bc		Holter, K.G.; Hognestad, H.O.	K. G. Holter and H. O. Hognestad of BASF Meyco focus on the use of modern cost-effective methods and material technology for pre-injections in shallow tunnels. The basic idea of pre-injection is to treat the ground prior to the excavation by injecting a grout into the ground through drillholes and pumping at pressure. It is important to understand a pre-injection scheme in tunneling as a sequence of decisions made at several stages in the injection cycle. Management of the injection works is therefore a crucial factor in order to achieve cost-effectiveness. The process of bleeding, in which the cement grains separate from the grout mix and clog the entrances to the fine joints, does not occur with a stable grout mix. The headrace tunnel for the Maneri Bhali hydroelectric power project phase 2 underpasses a valley with low rock cover. The tunnel was excavated by drill and blast and supported by steel sets and lagging with concrete backfill.		backfill; cement; construction method; cost-benefit analysis; drill and blast; drilling; ground conditions; grouting; hydroelectric power plant; technology adoption; tunnel design; tunnel lining; tunneling						Holter, K.G., Dahl-Johansen, E.D., Hegrenæs, A., Tunnelling through a sandzone. Ground treatment experiences fromThe Bjorøy subsea road tunnel North American Tunnelling '96, Proc. World Tunnel Congress, , In Ozdemir (ed), Washington D.C 1996, RotterdamBalkema; Garshol, K., Pre-injections in tunnelling - A useful measure (in German) (2002) Injektionen im Boden und Fels, , 17. Christian Veder Kolloquium, Technische Universität Graz; Barton, N., Quadros, E., Improved understanding of highpressure grouting effects for tunnels in hard rock (2003) Technology Road Map for Rock Mechanics, , In ISRM 2003, South African Institute for Metallurgy andMining; Bahadur, A.K., Holter, K.G., Pengelly, A., Cost-effective pre-injection with rapid hardening microcement and colloidal silica for water ingress reduction and stabilization of adverse conditions in a headrace tunnel Underground, , In Barták, Hrdina, Romancov, & Zlamal (eds); Space - The 4th Dimension of Metropolises (2007) Proc. World Tunnel Congress, Prague, , London, Taylor & Francis Group	Holter, K. G.								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Robinson N.	A sinking success in Istanbul	2010	Tunnels and Tunnelling International		OCTOBER		20	22			http://www.scopus.com/inward/record.url?eid=2-s2.0-78049402266&partnerID=40&md5=1f0d81deb49a8dabc92b43867a8de287		Robinson, N.	Nicole Robinson reports on the immersed tunnel of the Marmaray Project under the Bosphorus Strait in Istanbul. The immersed portion of the tunnel measures 1,387m and will eventually be met on the European side with tunnel bores made by two Hitachi Zosen slurry TBMs of 7.8m diameter. Most of the ground below the Bosphorus Strait consists of marine deposits with a small area of Belgrad formation. Two areas within the immersed tunnel alignment required ground improvement. The 11 immersed tunnel elements each measure 15.3m wide and 8.6m tall with two compartments for the rail lines. Each compartment has a 1.4m escape way and a squeeze way for maintenance. The length of the elements varies, with eight measuring 135m, two at 98.5m and one measuring 110m. Much of the immersion work on the Marmaray Project depended on the weather and sea current conditions.		boring; environmental conditions; ground conditions; ground improvement; immersed tunnel; TBM; tunneling; Bosporus Strait; Istanbul [Turkey]; Turkey							Robinson, N.								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Jones M.	Saving the tunnel customer	2010	Tunnels and Tunnelling International		OCTOBER		36	40			http://www.scopus.com/inward/record.url?eid=2-s2.0-78049387777&partnerID=40&md5=a2cfed469516a69d50d8f1066aabf7d7		Jones, M.	Maurice Jones reviews some of the best practices and developments to improve the chances of survival in the aftermath of tunnel accidents. Speed and location are vital factors in surviving a tunnel fire, or indeed any other hazardous incident. Securiton also supplies video-based fire detection based on the digitization and analysis of video signals from surveillance cameras. Using special algorithms the presence of smoke or fire in the image can be determined and the difference between them. Fogtec is also being installed in the New Tyne Crossing road tunnel by TT2, as well as the existing tunnel, with fire protection consulting by Halcrow. Tunnel designers cannot expect tunnel users to react to an emergency in an entirely rational way, but the best compromise must be found to encourage them to act in as calm as manner as possible to maximize the chance of survival.		accident; algorithm; detection method; hazard assessment; survival; tunnel design; tunneling; underground construction							Jones, M.								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Legge N., Suttie I.	Managing ground risk	2010	Tunnels and Tunnelling International		SEPTEMBER		46	48		1	http://www.scopus.com/inward/record.url?eid=2-s2.0-78549287493&partnerID=40&md5=ca6c76a4c3aa7a2d281f8a9ad8e8d765		Legge, N.; Suttie, I.	Project management and contracts play a major role in managing ground risk during tunneling. Project management and organization influence the management of ground-related risks. The law approaches these risks and how they may be effectively allocated and managed under a tunneling contract; though there is room for improvement. The incidence of major tunnel failures remains stubbornly high, particularly in the urban environment. The Nicoll Highway failure in 2004 had a number of similarities to the Heathrow collapse 10 years earlier. The Association of British Insurers/British Tunneling Society Joint Code of Practice for Risk Management of Tunnel Works is now a requirement of insurance cover for most major projects. The construction methodology, including the use of additional support measures where required for stability, should have the flexibility to deal with the full range of anticipated ground conditions.		failure analysis; project management; risk assessment; tunneling; urban area							Legge, N.								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Salak P., Mules M., Comins J.	Digging under The Dorchester	2010	Tunnels and Tunnelling International		SEPTEMBER		31	34			http://www.scopus.com/inward/record.url?eid=2-s2.0-78549274379&partnerID=40&md5=c71742a411cf89b13869b928fbbf31b7		Salak, P.; Mules, M.; Comins, J.	The Dorchester Collection has acquired a property at 45 Park Lane, close to its prestigious hotel in London, with the plan of refurbishing the existing building to provide a new annex comprising a penthouse suite, 45 exclusive rooms and a restaurant and bar. The 45 Park Lane building required substantial foundation work, refurbishment and internal fit-out to achieve the required standard of construction, and the contract was awarded to Kier Wallis in August 2008. Part of the works would be completed within the basement of the 45 Park Lane building during the substantial main contract refurbishment works. The initial Mott MacDonald outline shaft design included precast concrete segments installed using underpinning methodology, with the lower section of the shaft formed using a primary and secondary SCL. The precast concrete segments originally proposed for the primary lining of the shafts were substituted by steel liner plates supplied by American Commercial.		basement (building); concrete structure; foundation; refurbishment; shaft; tunneling; Dorchester; Dorset [England]; England; United Kingdom							Salak, P.								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Redfern B.	Catch up on Crossrail	2010	Tunnels and Tunnelling International		SEPTEMBER		18	20			http://www.scopus.com/inward/record.url?eid=2-s2.0-78549265502&partnerID=40&md5=077db55fefa2ca432dcca18fed3a6e94		Redfern, B.	Five contractor consortia are in the running and expressions of interest have also been invited for a third tunneling contract consisting of a 2.6km section crossing the River Thames, UK. A total of 42km of TBM bores are expected for the massive $24.5bn railway, which will run eastwest across London with 118km of new railway lines starting at Shenfield and Abbey Wood and running through central London to Maidenhead and Heathrow in the west. Construction of the new 256m long, 30m wide station box began in May 2009 and set a tricky challenge for Canary Wharf Contractors (CWC), a subsidiary of developer Canary Wharf Group, which is investing $232M of the total $772M required for the scheme. The next station to get underway was TottenhamCourt Road. A new station is required to service the Crossrail trains but the work underway concerns expansion of the existing tube station.		railway construction; TBM; train; tunneling; England; Thames River [England]; United Kingdom							Redfern, B.								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Clarke I.	Stabilising ground conditions around tunnelling routes	2010	Tunnels and Tunnelling International		SEPTEMBER		37	39			http://www.scopus.com/inward/record.url?eid=2-s2.0-78549288892&partnerID=40&md5=0d4b2925d9892514fb15652f5226d4c3		Clarke, I.	Ian Clarke examines some of the methods that tunnelers can employ to cut the time and cost of tunneling. Where soft ground is present, high water table/pressure, fissured and or water-bearing or potentially unstable rock, the information provided by the ground investigation will indicate whether any form of ground retreatment is desired or necessary to prevent problems during the tunneling phase. While dewatering, or ground water control as it is sometimes referred to, may sound the simplest of the techniques being discussed there are aspects of this option that do bring various complexities with them. Deepwell dewatering systems generally comprise a series of bored wells designed to cover the area over which the dewatering activity is required to be effective. Each bore is fitted with a multi-stage electric submersible borehole pump. The general intent of peripheral freezing is to minimize the amount of frozen ground to be excavated.		complexity; dewatering; excavation; freezing; frozen ground; ground conditions; groundwater control; soft soil; tunneling; water table							Clarke, I.								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Mole K.	Brighton's sewer upgrade	2010	Tunnels and Tunnelling International		SEPTEMBER		23	26			http://www.scopus.com/inward/record.url?eid=2-s2.0-78549271698&partnerID=40&md5=ec71d2d8a5c9d876306615229ca4c145		Mole, K.	Two tunnel boring machines (TBM) will drive four tunnel lengths on top of two pipe-jacked sections in the UK. The main part of the scheme is the construction of a new wastewater treatment works and sludge recycling center in the East Sussex seaside town of Peacehaven, about 10km east of Brighton, which will treat the 95 million liters of wastewater generated each day by the residents of Peacehaven, Telscombe, Saltdean, Rottingdean, Woodingdean, and the city of Brighton and Hove. Brighton and Hove's new sewerage system is being delivered by 4Delivery, a joint venture consisting of Costain, United Utilities and MWH. The 11km tunnel will start at Brighton Marina and follow the A259 coast road eastwards, first to the pumping station at Marine Drive, and then along to Portobello, where it will be pumped up once again.		construction; recycling; sewer network; sludge; TBM; tunnel; wastewater; water treatment; Brighton; Brighton and Hove; East Sussex; England; Peacehaven; United Kingdom							Mole, K.								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Robinson N.	Britain's got tunnels	2010	Tunnels and Tunnelling International		SEPTEMBER		16	17			http://www.scopus.com/inward/record.url?eid=2-s2.0-78549277191&partnerID=40&md5=cbe33a3d68355e754d75294a51417b39		Robinson, N.	The Crossrail project in the UK intends to expand rail services through and under London to Maidenhead and Heathrow in the west, and Shenfield and Abbey Wood in the east. Work has started in areas like the new ticket hall at Farringdon Station. Contracts have gone also out for station work including one for GBP 500M for the redevelopment of Tottenham Court Road Tube station, and another worth GBP 700M for Victoria station - both to a joint venture of Taylor Woodrow Construction and BAM Nuttall Limited. Potential austerity measures would create another hurdle for Crossrail, not to mention the tunneling industry at large. The coalition government, elected in May, has prioritized deficit reduction as its most urgent issue, and public sector spending is under scrutiny leading up to the October 20 publication of the Comprehensive Spending Review. The now uncertain timelines of Thames Tunnel and Crossrail will determine the future of the UK tunneling industry.									Robinson, N.								0041414X		TTINF			English	Tunn. Tunn. Int.	Review	Scopus
Jones M.	Old and new secure rail link	2010	Tunnels and Tunnelling International		SEPTEMBER		41	44			http://www.scopus.com/inward/record.url?eid=2-s2.0-78549266160&partnerID=40&md5=c0f9844502dda6ae749319b2003c9eb8		Jones, M.	The long-awaited Brussels suburban rail program to improve travel around the city and regional express (RER) links to the rest of the country has been progressing since the Millennium and is planned for completion in 2016. The THV Leophat joint venture including Denys as lead tunneling contractor won the contract for Lot 2/2. The whole project of three lots is valued at around EUR 210M. The overall purpose of Lot 2/2 work is to align the new connection, involving a tight route, with the Lot 2/1 tunnel, and to continue to align with the existing Line 26 from Delta to Meiser by constructing a new junction. Once the interior of the DN3000 drives are no longer required as access for wall slot construction, Denys will commence the driving of traverse pipe jacks using DN2100 reinforced concrete jacking pipes in November. The pipes are manufactured by SOCEA, a subsidiary of the Denys group.		pipe jacking; railway construction; reinforced concrete; suburban area; transportation planning; tunneling; Belgium; Brussels [Belgium]; Brussels [Brussels (RGA)]; Carangidae							Jones, M.								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
